name,shortName,country,modelSize,sourceUrl,releaseDate,accessType,license,capabilities,lastUpdated
"kcfabulosa/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-gentle_jumping_termite","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/kcfabulosa/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-gentle_jumping_termite","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.632Z"
"Angi54/Qwen3-0.6B-Gensyn-Swarm-lazy_enormous_bobcat","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/Angi54/Qwen3-0.6B-Gensyn-Swarm-lazy_enormous_bobcat","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.632Z"
"crepsly/Qwen3-0.6B-Gensyn-Swarm-hibernating_thriving_camel","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/crepsly/Qwen3-0.6B-Gensyn-Swarm-hibernating_thriving_camel","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.632Z"
"p2g4ads5/Qwen2.5-0.5B-Gensyn-Swarm-docile_playful_octopus","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/p2g4ads5/Qwen2.5-0.5B-Gensyn-Swarm-docile_playful_octopus","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.632Z"
"maki28/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-fleecy_gilded_swan","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/maki28/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-fleecy_gilded_swan","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.632Z"
"LeroyDyer/_Spydaz_Web_AdvancedHuman_Exp_03","Spydaz-Web-AdvancedHuman","US","Unknown","https://huggingface.co/LeroyDyer/_Spydaz_Web_AdvancedHuman_Exp_03","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.632Z"
"Alexshake78/Qwen3-0.6B-Gensyn-Swarm-darting_endangered_eel","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/Alexshake78/Qwen3-0.6B-Gensyn-Swarm-darting_endangered_eel","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.632Z"
"insanesaga/Qwen3-0.6B-Gensyn-Swarm-nocturnal_clawed_bison","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/insanesaga/Qwen3-0.6B-Gensyn-Swarm-nocturnal_clawed_bison","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.632Z"
"Kita1111/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-dormant_furry_toucan","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/Kita1111/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-dormant_furry_toucan","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.632Z"
"RyzenXT/Qwen3-0.6B-Gensyn-Swarm-grassy_patterned_bison","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/RyzenXT/Qwen3-0.6B-Gensyn-Swarm-grassy_patterned_bison","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.632Z"
"0xtinuviel/AceInstruct-1.5B-Gensyn-Swarm-armored_mighty_quail","AceInstruct-1.5B-Gensyn","US","5B","https://huggingface.co/0xtinuviel/AceInstruct-1.5B-Gensyn-Swarm-armored_mighty_quail","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.632Z"
"AlexanderArtT/Qwen3-0.6B-Gensyn-Swarm-tiny_nimble_warthog","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/AlexanderArtT/Qwen3-0.6B-Gensyn-Swarm-tiny_nimble_warthog","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.632Z"
"baryen/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-sizable_woolly_fly","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/baryen/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-sizable_woolly_fly","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.632Z"
"p2g6gensyn/Qwen2.5-0.5B-Gensyn-Swarm-dappled_yapping_clam","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/p2g6gensyn/Qwen2.5-0.5B-Gensyn-Swarm-dappled_yapping_clam","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.632Z"
"p2g2ads3/Qwen3-0.6B-Gensyn-Swarm-placid_timid_cheetah","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/p2g2ads3/Qwen3-0.6B-Gensyn-Swarm-placid_timid_cheetah","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.633Z"
"rudra-sol/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-mottled_beaked_jaguar","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/rudra-sol/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-mottled_beaked_jaguar","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"khangnguyen1287/Qwen3-0.6B-Gensyn-Swarm-mammalian_rugged_caterpillar","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/khangnguyen1287/Qwen3-0.6B-Gensyn-Swarm-mammalian_rugged_caterpillar","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.633Z"
"alsandeer33/Qwen3-0.6B-Gensyn-Swarm-flightless_arctic_kangaroo","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/alsandeer33/Qwen3-0.6B-Gensyn-Swarm-flightless_arctic_kangaroo","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.633Z"
"sondekom/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-webbed_barky_hamster","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/sondekom/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-webbed_barky_hamster","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"shapka187/Qwen2.5-0.5B-Gensyn-Swarm-docile_lanky_gibbon","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/shapka187/Qwen2.5-0.5B-Gensyn-Swarm-docile_lanky_gibbon","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.633Z"
"hazentr/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-roaring_colorful_buffalo","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/hazentr/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-roaring_colorful_buffalo","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"0xtinuviel/AceInstruct-1.5B-Gensyn-Swarm-toothy_crested_snail","AceInstruct-1.5B-Gensyn","US","5B","https://huggingface.co/0xtinuviel/AceInstruct-1.5B-Gensyn-Swarm-toothy_crested_snail","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"cozymon/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-dense_lanky_caribou","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/cozymon/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-dense_lanky_caribou","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"OkiBayrm/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-lanky_curious_newt","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/OkiBayrm/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-lanky_curious_newt","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"Maximuswdmaster/Qwen3-0.6B-Gensyn-Swarm-moist_aquatic_baboon","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/Maximuswdmaster/Qwen3-0.6B-Gensyn-Swarm-moist_aquatic_baboon","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.633Z"
"p2g5dolph3/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-peckish_ferocious_rhino","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/p2g5dolph3/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-peckish_ferocious_rhino","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"Xeil84/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-majestic_bristly_pig","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/Xeil84/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-majestic_bristly_pig","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"namfuentesganti/Qwen3-0.6B-Gensyn-Swarm-silky_lightfooted_ape","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/namfuentesganti/Qwen3-0.6B-Gensyn-Swarm-silky_lightfooted_ape","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.633Z"
"meowstronot/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-patterned_ferocious_ox","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/meowstronot/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-patterned_ferocious_ox","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"skyxyz/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-purring_humming_chicken","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/skyxyz/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-purring_humming_chicken","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"0xshaf/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-majestic_vicious_flamingo","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/0xshaf/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-majestic_vicious_flamingo","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"MaxVell337/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-flapping_foraging_walrus","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/MaxVell337/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-flapping_foraging_walrus","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"whereisandyk/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-spotted_mimic_panther","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/whereisandyk/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-spotted_mimic_panther","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"WHDtyrael/Qwen3-0.6B-Gensyn-Swarm-bellowing_giant_hare","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/WHDtyrael/Qwen3-0.6B-Gensyn-Swarm-bellowing_giant_hare","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.633Z"
"leonmullerrr/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-coiled_wild_mouse","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/leonmullerrr/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-coiled_wild_mouse","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"NTIS/hf_gemma3_4b_7-checkpoint-55000","gemma3-checkpoint-55000","US","Unknown","https://huggingface.co/NTIS/hf_gemma3_4b_7-checkpoint-55000","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.633Z"
"silverbenehi/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-bold_running_kangaroo","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/silverbenehi/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-bold_running_kangaroo","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.633Z"
"hazentr/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-quick_timid_frog","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/hazentr/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-quick_timid_frog","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.634Z"
"infoipman/Qwen3-0.6B-Gensyn-Swarm-tall_mammalian_caribou","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/infoipman/Qwen3-0.6B-Gensyn-Swarm-tall_mammalian_caribou","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"ryokuchasan3333333/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-placid_timid_dog","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/ryokuchasan3333333/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-placid_timid_dog","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.634Z"
"LaidBackReed/Qwen3-0.6B-Gensyn-Swarm-humming_snorting_cobra","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/LaidBackReed/Qwen3-0.6B-Gensyn-Swarm-humming_snorting_cobra","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"DTebias/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-hoarse_muscular_cassowary","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/DTebias/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-hoarse_muscular_cassowary","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.634Z"
"Kapitaka/Qwen3-0.6B-Gensyn-Swarm-tawny_meek_cheetah","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/Kapitaka/Qwen3-0.6B-Gensyn-Swarm-tawny_meek_cheetah","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"aramzz/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-wild_stalking_lemur","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/aramzz/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-wild_stalking_lemur","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.634Z"
"Mioku/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-beaked_wise_fly","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/Mioku/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-beaked_wise_fly","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.634Z"
"okuzarabasi/Qwen3-0.6B-Gensyn-Swarm-grunting_toothy_elk","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/okuzarabasi/Qwen3-0.6B-Gensyn-Swarm-grunting_toothy_elk","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"Kita1111/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-dextrous_domestic_cobra","Qwen2.5-0.5B-Gensyn","US","5B","https://huggingface.co/Kita1111/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-dextrous_domestic_cobra","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.634Z"
"ecamli/Qwen2.5-1.5B-Instruct-Gensyn-Swarm-vocal_placid_sloth","Qwen2.5-1.5B-Gensyn","US","5B","https://huggingface.co/ecamli/Qwen2.5-1.5B-Instruct-Gensyn-Swarm-vocal_placid_sloth","2025-07-11","Open Source","Unknown",Conversational,"2025-07-11T07:08:57.634Z"
"hitmaaaaan/Qwen3-0.6B-Gensyn-Swarm-jagged_restless_nightingale","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/hitmaaaaan/Qwen3-0.6B-Gensyn-Swarm-jagged_restless_nightingale","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"andr0m4da/Qwen3-0.6B-Gensyn-Swarm-strong_lively_turkey","Qwen3-0.6B-Gensyn","US","6B","https://huggingface.co/andr0m4da/Qwen3-0.6B-Gensyn-Swarm-strong_lively_turkey","2025-07-11","Open Source","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"Mistral: Devstral Medium","Mistral:-Devstral-Medium","Unknown","Unknown","https://openrouter.ai/docs","2025-07-10","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"Mistral: Devstral Small 1.1","Mistral:-Devstral-Small","Unknown","Unknown","https://openrouter.ai/docs","2025-07-10","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"Mistral: Mistral Small 3.2 24B (free)","Mistral:-Mistral-Small","Unknown","24B","https://openrouter.ai/docs","2025-06-20","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"Mistral: Mistral Small 3.2 24B","Mistral:-Mistral-Small","Unknown","24B","https://openrouter.ai/docs","2025-06-20","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"Mistral: Magistral Small 2506","Mistral:-Magistral-Small","Unknown","Unknown","https://openrouter.ai/docs","2025-06-10","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"Mistral: Magistral Medium 2506","Mistral:-Magistral-Medium","Unknown","Unknown","https://openrouter.ai/docs","2025-06-08","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"Mistral: Magistral Medium 2506 (thinking)","Mistral:-Magistral-Medium","Unknown","Unknown","https://openrouter.ai/docs","2025-06-08","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"Anthropic: Claude Opus 4","Anthropic:-Claude-Opus","Unknown","Unknown","https://openrouter.ai/docs","2025-05-22","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"Anthropic: Claude Sonnet 4","Anthropic:-Claude-Sonnet","Unknown","Unknown","https://openrouter.ai/docs","2025-05-22","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"Mistral: Devstral Small 2505 (free)","Mistral:-Devstral-Small","Unknown","Unknown","https://openrouter.ai/docs","2025-05-21","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.634Z"
"Mistral: Devstral Small 2505","Mistral:-Devstral-Small","Unknown","Unknown","https://openrouter.ai/docs","2025-05-21","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Mistral: Mistral Medium 3","Mistral:-Mistral-Medium","Unknown","Unknown","https://openrouter.ai/docs","2025-05-07","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Meta: Llama Guard 4 12B","Meta:-Llama-Guard","Unknown","12B","https://openrouter.ai/docs","2025-04-30","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Shisa AI: Shisa V2 Llama 3.3 70B  (free)","Shisa-AI:-Shisa","Unknown","70B","https://openrouter.ai/docs","2025-04-15","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"OpenAI: GPT-4.1","OpenAI:-GPT-4.1","Unknown","Unknown","https://openrouter.ai/docs","2025-04-14","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"OpenAI: GPT-4.1 Mini","OpenAI:-GPT-4.1","Unknown","Unknown","https://openrouter.ai/docs","2025-04-14","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"OpenAI: GPT-4.1 Nano","OpenAI:-GPT-4.1","Unknown","Unknown","https://openrouter.ai/docs","2025-04-14","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"AlfredPros: CodeLLaMa 7B Instruct Solidity","AlfredPros:-CodeLLaMa-Solidity","Unknown","7B","https://openrouter.ai/docs","2025-04-14","freemium","Unknown",Conversational,Code Generation,"2025-07-11T07:08:57.635Z"
"NVIDIA: Llama 3.3 Nemotron Super 49B v1 (free)","NVIDIA:-Llama-3.3","Unknown","49B","https://openrouter.ai/docs","2025-04-08","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"NVIDIA: Llama 3.3 Nemotron Super 49B v1","NVIDIA:-Llama-3.3","Unknown","49B","https://openrouter.ai/docs","2025-04-08","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"NVIDIA: Llama 3.1 Nemotron Ultra 253B v1 (free)","NVIDIA:-Llama-3.1","Unknown","253B","https://openrouter.ai/docs","2025-04-08","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"NVIDIA: Llama 3.1 Nemotron Ultra 253B v1","NVIDIA:-Llama-3.1","Unknown","253B","https://openrouter.ai/docs","2025-04-08","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Meta: Llama 4 Maverick (free)","Meta:-Llama-Maverick","Unknown","Unknown","https://openrouter.ai/docs","2025-04-05","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Meta: Llama 4 Maverick","Meta:-Llama-Maverick","Unknown","Unknown","https://openrouter.ai/docs","2025-04-05","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Meta: Llama 4 Scout (free)","Meta:-Llama-Scout","Unknown","Unknown","https://openrouter.ai/docs","2025-04-05","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Meta: Llama 4 Scout","Meta:-Llama-Scout","Unknown","Unknown","https://openrouter.ai/docs","2025-04-05","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Mistral: Mistral Small 3.1 24B (free)","Mistral:-Mistral-Small","Unknown","24B","https://openrouter.ai/docs","2025-03-17","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Mistral: Mistral Small 3.1 24B","Mistral:-Mistral-Small","Unknown","24B","https://openrouter.ai/docs","2025-03-17","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"OpenAI: GPT-4o-mini Search Preview","OpenAI:-GPT-mini","Unknown","Unknown","https://openrouter.ai/docs","2025-03-12","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"OpenAI: GPT-4o Search Preview","OpenAI:-GPT-Search","Unknown","Unknown","https://openrouter.ai/docs","2025-03-12","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Nous: DeepHermes 3 Llama 3 8B Preview (free)","Nous:-DeepHermes-Llama","Unknown","8B","https://openrouter.ai/docs","2025-02-28","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"OpenAI: GPT-4.5 (Preview)","OpenAI:-GPT-4.5","Unknown","Unknown","https://openrouter.ai/docs","2025-02-27","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Anthropic: Claude 3.7 Sonnet","Anthropic:-Claude-3.7","Unknown","Unknown","https://openrouter.ai/docs","2025-02-24","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Anthropic: Claude 3.7 Sonnet (thinking)","Anthropic:-Claude-3.7","Unknown","Unknown","https://openrouter.ai/docs","2025-02-24","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Anthropic: Claude 3.7 Sonnet (self-moderated)","Anthropic:-Claude-3.7","Unknown","Unknown","https://openrouter.ai/docs","2025-02-24","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.635Z"
"Mistral: Saba","Mistral:-Saba","Unknown","Unknown","https://openrouter.ai/docs","2025-02-17","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.636Z"
"Dolphin3.0 R1 Mistral 24B (free)","Dolphin3.0-Mistral-24B","Unknown","24B","https://openrouter.ai/docs","2025-02-13","freemium","Unknown",Text Generation,"2025-07-11T07:08:57.636Z"
